"id","book_title","book_author","book_publisher","book_publishDate","book_description","book_totalPages","book_category","book_thumbnail","book_image","book_language","book_preview","book_info","book_subtitle","book_averageRating","book_ratingCount"
"WdMDAAAAMBAJ","Ebony","","","2007-12","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",196,"","http://books.google.com/books/content?id=WdMDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=WdMDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=WdMDAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=777&source=gbs_api","http://books.google.com/books?id=WdMDAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"w9oDAAAAMBAJ","Ebony","","","1969-09","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",160,"","http://books.google.com/books/content?id=w9oDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=w9oDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=w9oDAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=778&source=gbs_api","http://books.google.com/books?id=w9oDAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",5,2
"y1UEAAAAMBAJ","LIFE","","","2/17/58","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",136,"","http://books.google.com/books/content?id=y1UEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=y1UEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=y1UEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=779&source=gbs_api","http://books.google.com/books?id=y1UEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"t1MEAAAAMBAJ","LIFE","","","6/30/58","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",114,"","http://books.google.com/books/content?id=t1MEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=t1MEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=t1MEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=780&source=gbs_api","http://books.google.com/books?id=t1MEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"OdMDAAAAMBAJ","Ebony","","","2008-09","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",214,"","http://books.google.com/books/content?id=OdMDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=OdMDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=OdMDAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=781&source=gbs_api","http://books.google.com/books?id=OdMDAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",5,1
"5tUDAAAAMBAJ","Ebony","","","2002-05","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",172,"","http://books.google.com/books/content?id=5tUDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=5tUDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=5tUDAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=782&source=gbs_api","http://books.google.com/books?id=5tUDAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",4,1
"g1QEAAAAMBAJ","LIFE","","","11/26/51","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",148,"","http://books.google.com/books/content?id=g1QEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=g1QEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=g1QEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=783&source=gbs_api","http://books.google.com/books?id=g1QEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"50wEAAAAMBAJ","LIFE","","","3/8/68","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",110,"","http://books.google.com/books/content?id=50wEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=50wEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=50wEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=784&source=gbs_api","http://books.google.com/books?id=50wEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"H84DAAAAMBAJ","Ebony","","","1968-02","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",120,"","http://books.google.com/books/content?id=H84DAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=H84DAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=H84DAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=785&source=gbs_api","http://books.google.com/books?id=H84DAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",5,1
"KVEEAAAAMBAJ","LIFE","","","3/22/43","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",92,"","http://books.google.com/books/content?id=KVEEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=KVEEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=KVEEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=786&source=gbs_api","http://books.google.com/books?id=KVEEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"JISlQmaBujYC","Ebony","","","1984-10","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",184,"","http://books.google.com/books/content?id=JISlQmaBujYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=JISlQmaBujYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=JISlQmaBujYC&printsec=frontcover&dq=search+terms&hl=&cd=787&source=gbs_api","http://books.google.com/books?id=JISlQmaBujYC&dq=search+terms&hl=&source=gbs_api","",NA,0
"70cEAAAAMBAJ","LIFE","","","9/24/56","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",190,"","http://books.google.com/books/content?id=70cEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=70cEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=70cEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=788&source=gbs_api","http://books.google.com/books?id=70cEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",3,2
"8UkEAAAAMBAJ","LIFE","","","5/7/45","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",132,"","http://books.google.com/books/content?id=8UkEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=8UkEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=8UkEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=789&source=gbs_api","http://books.google.com/books?id=8UkEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"Jd4DAAAAMBAJ","Ebony","","","1974-06","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",170,"","http://books.google.com/books/content?id=Jd4DAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=Jd4DAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=Jd4DAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=790&source=gbs_api","http://books.google.com/books?id=Jd4DAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"Ac4DAAAAMBAJ","Ebony","","","1977-03","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",142,"","http://books.google.com/books/content?id=Ac4DAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=Ac4DAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=Ac4DAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=791&source=gbs_api","http://books.google.com/books?id=Ac4DAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"atcDAAAAMBAJ","Ebony","","","1973-01","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",120,"","http://books.google.com/books/content?id=atcDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=atcDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=atcDAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=792&source=gbs_api","http://books.google.com/books?id=atcDAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"CNcDAAAAMBAJ","Ebony","","","2001-01","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",132,"","http://books.google.com/books/content?id=CNcDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=CNcDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=CNcDAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=793&source=gbs_api","http://books.google.com/books?id=CNcDAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"k0SaFPIrCVkC","Ebony","","","1970-04","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",180,"","http://books.google.com/books/content?id=k0SaFPIrCVkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=k0SaFPIrCVkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=k0SaFPIrCVkC&printsec=frontcover&dq=search+terms&hl=&cd=794&source=gbs_api","http://books.google.com/books?id=k0SaFPIrCVkC&dq=search+terms&hl=&source=gbs_api","",NA,0
"F9umweXiDtgC","Ebony","","","1960-02","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",128,"","http://books.google.com/books/content?id=F9umweXiDtgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=F9umweXiDtgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=F9umweXiDtgC&printsec=frontcover&dq=search+terms&hl=&cd=795&source=gbs_api","http://books.google.com/books?id=F9umweXiDtgC&dq=search+terms&hl=&source=gbs_api","",NA,0
"zkkEAAAAMBAJ","LIFE","","","9/5/49","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",96,"","http://books.google.com/books/content?id=zkkEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=zkkEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=zkkEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=796&source=gbs_api","http://books.google.com/books?id=zkkEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
